Name,Shop,Face_Type,Personal_Color,Eye_Position,Hair_Style,Tags,Comment,Image_Filename,Source_URL
タカハシ,ゆめタウン丸亀店,丸顔,イエベ,普通,,"#レンズ知識, #視力測定, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #カフェ巡り, #音楽鑑賞, #映画鑑賞, #スニーカー","スタッフコメント
2025.12.12
☕️ カフェで楽しむ、自分時間のためのリラックスアイウェア

やさしい空気が流れるカフェで、
肩の力を抜いて過ごす“自分時間”に寄り添う一本。

丸みのある ボストンシェイプ が表情をやわらかく見せ、
かけるだけで自然体のリラックス感を演出します🌿

カフェラテを思わせる ミルキーでやさしいカラーリング は、
肌なじみが良く、ナチュラルで上品な印象に。

甘さのあるレディなスタイリングはもちろん、
カジュアルやシンプルな装いにもすっとなじむ万能フレームです✨

⸻

🎨 おすすめカラーレンズ
・アッシュベージュ（20〜40％）
肌トーンになじみやすく、白浮きしにくいカラー。
室内でも自然に使え、やさしく洗練された印象に🤍
・アンバーブラウン（20％）
目元にほんのり温かみをプラス。
カフェや日常シーンで使いやすく、リラックス感のある表情に☕️
・スモーキーグレー（20％）
甘さを抑えたい方におすすめ。
フレームの丸みを引き締め、大人っぽい雰囲気に🖤

⸻

😊 顔型相性
・丸顔　★★★★★
丸み×丸みでバランスが取りやすく、やさしい印象に。
・逆三角　★★★★☆
シャープな輪郭を和らげ、顔全体をやわらかく見せます。
・面長　★★★★☆
縦ラインを強調しすぎず、自然なバランスに。
・四角（ベース）★★★★☆
角のある輪郭を中和し、親しみやすい印象に。
・卵型　★★★★★
どんなスタイルにもなじむ万能シェイプ✨


👗 スタイリング提案

① カフェラテカラーでつくる、やさしい休日スタイル ☕️
ニットやスウェット、シャツなどベーシックなトップスに合わせるだけで、
顔まわりがふんわりやわらぐリラックス感のある印象に。
ベージュ・アイボリー・ライトグレーなどの淡色コーデと好相性🤍

⸻

② ほんのりレディな、甘さ控えめコーデ 🌸
フレアスカートや柔らか素材のワンピースに合わせると、
丸みのあるフレームが女性らしさを引き立ててくれます。
カジュアルすぎず、きちんと感もキープできるのが魅力✨

⸻

③ デニム×シャツの定番カジュアルにも 👖
シンプルなデニムスタイルにプラスすると、
メガネがほどよいアクセントになり、こなれた雰囲気に。
「頑張ってないのにおしゃれ」なバランスが完成します◎

⸻

④ おうち時間・ワークシーンにも 💻
主張しすぎないカラーと丸みのあるデザインで、
長時間かけても目元がきつく見えにくいのがポイント。
在宅ワークや読書タイムにもおすすめです📖


タカハシ
卵顔イエベ
普通
ゆめタウン丸亀店
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#イエベ向け
#カジュアル
#メガネ
#ブラウン
#プラスチック
#日常使いにおすすめ",タカハシ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56539935
Yuuka,ミカン下北店,,ブルベ,寄り目,,"#コンタクト併用相談, #カラーレンズ知識, #ビックシェイプ, #キレイめ, #ユニセックスにおすすめ, #読書, #ゲーム, #犬好き, #筋トレ","スタッフコメント
2025.11.07
高品質なチタンフレーム。
上質な光沢感と細めリムが今っぽく、キレイめにもカジュアルにもかけられます！

女性にはやや大きめフレームなので、ダテめがねや弱度数の方におすすめです。

少しハンサムな印象にもなるので、レディライクなお洋服とも相性バッチリです◎
Yuuka
卵顔ブルベ
寄り目
ミカン下北店
#ユニセックスにおすすめ
#ビックシェイプ
#キレイめ
#スタイリッシュ
#ドレッシー
#おでかけめがね",Yuuka.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55233937
みすず,ディアモール大阪店,,イエベ,普通,,"#調整技術, #認定眼鏡士, #べっこう柄, #キレイめ, #だてメガネにおすすめ, #読書, #筋トレ, #アート, #スニーカー, #猫好き","スタッフコメント
2025.12.07
ピンク×ブラックの組み合わせが、
お顔周りに華やかさとメリハリをつけてくれます👩🏻🎀

お化粧をした上からかけても、すっぴんの時にかけても使いやすいデザインです👏🏻

軽いフレームで、鼻パッドがシリコン素材なので、長時間かけていても負担が少なく、鼻の跡もつきにくいです🌟
みすず
卵顔イエベ
普通
ディアモール大阪店
#べっこう柄
#キレイめ
#メガネ
#Zoff smart
#プラスチック
#だてメガネにおすすめ
#MAQuillAGE",みすず.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56337619
しまちゃ,ルミネ池袋店,丸顔,イエベ,寄り目,,"#カラーレンズ知識, #認定眼鏡士, #キレイめ, #QOLメガネ, #おうち用におすすめ, #おうち時間, #旅行, #写真, #サウナ","スタッフコメント
2025.11.28
☆Zoff SMART with MAQuillAGE☆
チークのように見えるブラウンのグラデーションが特徴的なフレームです。

グラデーションのおかげでほんのりチークを付けたようなお顔になるところも大好きなポイントです☺️
ベージュのフレームはどんなお洋服や髪色にも合わせやすいのでメガネ初心者さんにもオススメです🎶
しまちゃ
丸顔イエベ
寄り目
ルミネ池袋店
#おうち用におすすめ
#キレイめ
#QOLメガネ
#メガネ
#ブラウン
#フェミニン
#Zoff smart
#プラスチック",しまちゃ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56028940
osae,ルミネエスト新宿店,面長,ブルベ,寄り目,,"#レンズ知識, #フィッティング, #ブルベ向け, #黒縁, #男性におすすめ, #女性におすすめ, #古着, #アニメ, #読書, #旅行","スタッフコメント
2025.12.05
カラーレンズは濃度20%のグレーのライトカラーです。
メイクやコーディネートの邪魔をせず、日常使いしやすいです！
ブルベの方、ぜひ掛けていただきたいです☺️
osae
面長顔ブルベ
寄り目
ルミネエスト新宿店
#男性におすすめ
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#ブルベ向け
#黒縁
#太縁
#モード
#カジュアル
#キレイめ
#すぐに使えるサングラス
#秋冬におすすめサングラス
#中顔面短縮みえ
#サングラス
#丸顔におすすめ
#面長顔におすすめ
#卵顔におすすめ
#冬コーデにおすすめ
#ライトカラーサングラス
#プラスチック
#日常使いにおすすめ
#ドライブにおすすめ",osae.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56265287
Yuuka,ミカン下北店,,ブルベ,寄り目,,"#レンズ知識, #強度近視相談, #ビックシェイプ, #カジュアル, #ユニセックスにおすすめ, #初心者におすすめ, #カフェ巡り, #読書, #料理","スタッフコメント
2025.10.31
クラシックなボストン型フレーム👓

大きめフレームなので、薄めのカラーレンズと合わせて使うのもオススメです◎
Yuuka
卵顔ブルベ
寄り目
ミカン下北店
#ユニセックスにおすすめ
#初心者におすすめ
#ビックシェイプ
#カジュアル
#カフェ × めがね
#おでかけめがね",Yuuka.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=54976913
Sara,ミカン下北店,丸顔,ブルベ,寄り目,,"#レンズ知識, #強度近視相談, #お仕事にも使える, #ビックシェイプ, #ユニセックスにおすすめ, #初心者におすすめ, #サウナ, #ショッピング, #K-POP, #カフェ巡り","スタッフコメント
2025.11.19
おすすめポイント

⭐︎ツートンで、顔に馴染みつつ目元をくっきりしてくれるのでデカ目効果抜群

⭐︎大きめのレンズで、小顔効果抜群

⭐︎上部分が直前なので、丸顔さんでも似合いやすい大きめフレームです
Sara
丸顔ブルベ
寄り目
ミカン下北店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#ビックシェイプ
#モード
#メガネ
#丸顔におすすめ
#面長顔におすすめ
#春コーデにおすすめ
#夏コーデにおすすめ
#秋コーデにおすすめ
#冬コーデにおすすめ
#メタル",Sara.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55655739
とらいあんぐる,イオンモール橿原店,面長,イエベ,普通,,"#レンズ知識, #フレーム選定, #お仕事にも使える, #黒縁, #男性におすすめ, #日常使いにおすすめ, #スニーカー, #犬好き, #サウナ","スタッフコメント
2025.12.11
【高級感漂うウェリントンフレーム
SMART REGULAR PREMIUM】

スマートな印象を演出する
Zoff smartのウェリントンフレームは、
男性に最適な黒縁メガネです。
上質なプラスチック素材を採用し、
軽やかで快適な装着感を実現。

キレイめでスタイリッシュなデザインは、
ビジネスシーンから日常のカジュアルまで
幅広く活躍し、
どんなコーディネートにも自然に馴染みます。

重厚感ある見た目に
メタルパーツを埋め込むことで立体感を生み出し
力強さとシャープな雰囲気を演出。
高級感漂う仕上がりです。

とらいあんぐる
面長顔イエベ
普通
イオンモール橿原店
#男性におすすめ
#お仕事にも使える
#黒縁
#キレイめ
#スタイリッシュ
#メガネ
#Zoff smart
#プラスチック
#日常使いにおすすめ",とらいあんぐる.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56499747
Ayako,ミカン下北店,丸顔,イエベ,寄り目,,"#加工技術, #コンタクト併用相談, #お仕事にも使える, #クリアフレーム, #女性におすすめ, #初心者におすすめ, #K-POP, #ゲーム, #読書, #犬好き","スタッフコメント
2025.12.14
ご覧いただきありがとうございます🕊️🤍

“メガネでみせる多幸感”。
血色メイクと相性抜群な
あざと可愛い透けピンクフレーム𓂃◌𓈒𓐍

ほんのりシアーなピンクカラーが
肌とメイクに自然になじんで、
すっぴん感ゼロ・盛りすぎ感ゼロなのに
「なんか今日かわいい」を作ってくれる一本👓💄

軽くてズレにくいZoff SMARTだから、
強度近視さんでも
長時間かけてもストレスフリー💡
メイクの可愛さを引き立ててくれる、
“顔面偏差値底上げフレーム”です💞

⸻

顔型別おすすめ度

卵型　❤︎❤︎❤︎❤︎❤︎
フレームもメイクも全部ハマる最強バランス。

丸顔　❤︎❤︎❤︎❤︎❤︎
透け感で重さゼロ。多幸感だけ残る◎

面長　❤︎❤︎❤︎❤︎
丸みで縦ラインをやさしく中和。

ベース型　❤︎❤︎❤︎❤︎
血色カラーで骨感がやわらぎ、女性らしく。

逆三角　❤︎❤︎❤︎❤︎❤︎
目元に視線が集まって、愛され印象に💞

⸻

オススメ顔タイプᵕ̈

✨ 1位：キュートさん
丸み×ピンク×血色感で、多幸感MAX💗

✨ 2位：フェミニンさん
メイク映えが加速して、守られ顔に。

✨ 3位：フレッシュさん
抜け感が出て、一気に垢抜け。

⸻

👓 スタイリング提案

● MAQuillAGE血色メイク合わせ
・ツヤベース
・ピンク×ブラウンアイ
・うるツヤリップ
→ メガネ越しでも「ちゃんと可愛い」💄💞

● デート・お出かけコーデ
・淡色ニット
・赤みチーク
・ナチュラル眉
→ 話しかけやすくて、ずっと見てたくなる👓🫶
Ayako
卵顔イエベ
寄り目
ミカン下北店
#女性におすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#クリアフレーム
#キレイめ
#ドレッシー
#中顔面短縮みえ
#メガネ
#ピンク
#卵顔におすすめ
#春コーデにおすすめ
#冬コーデにおすすめ
#フェミニン
#プラスチック
#MAQuillAGE",Ayako.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56592343
uka,イオンモール橿原店,丸顔,イエベ,普通,,"#調整技術, #コンタクト併用相談, #ゴールド, #キレイめ, #ユニセックスにおすすめ, #だてメガネにおすすめ, #ショッピング, #キャンプ, #読書","スタッフコメント
2025.12.03
ブラックとゴールドの相性が良く、カジュアルになりすぎず、おしゃれで上品な印象になります🪽

ブロータイプのメガネは大人っぽく落ち着いた雰囲気になるので、かけるだけで気分もあがります🎶🎶

目元にメリハリが出るので、いつものコーディネートのワンポイントにぴったりです✨
uka
丸顔イエベ
普通
イオンモール橿原店
#ユニセックスにおすすめ
#ゴールド
#キレイめ
#QOLメガネ
#メガネ
#だてメガネにおすすめ",uka.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56210638
タカハシ,ゆめタウン丸亀店,丸顔,イエベ,普通,,"#視力測定, #お子様メガネ, #面長, #四角顔, #ドライブ, #ギフト, #音楽鑑賞, #美容, #キャンプ","👓 スタッフプロフィール 👓



📝 タカハシってこんな人

• 中学生＆小学生の男の子のママ👦🏻👦🏻

• 元保育士で、お子様向けイベントの進行経験あり

• 絵やクリエイティブな作業が得意🎨

• 全国の働く世代の皆さんの

✨キラキラ メガネおしゃれライフ✨を応援中！



⸻



💡 顔・骨格タイプ

• 丸顔に近い卵型

• 骨格ウェーブ／パーソナルカラー：イエベ

• PD（瞳孔間距離）：62mm

• 標準体型＆標準的な顔サイズ
• ジェンダーレスな雰囲気なので男性の皆さんもぜひ参考にして頂きたいです！




⸻



👗 ファッションタイプ

• キレイめカジュアル

• ハンサムスタイル",タカハシ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=128796
kitsune,ルミネ有楽町店,面長,イエベ,離れ目,,"#コンタクト併用相談, #フィッティング, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #料理, #ディズニー, #カフェ巡り","スタッフコメント
2025.12.06
Zoff│MARW UNITED ARROWS

シンプルで使いやすいサイズのクラウンパントフレーム✨
細身でさりげないこなれ感が演出できます😌
普段使いからお仕事使いまでしていただけます◎
kitsune
卵顔イエベ
離れ目
ルミネ有楽町店
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#イエベ向け
#ブルベ向け
#黒縁
#キレイめ
#スタイリッシュ
#QOLメガネ
#メガネ
#面長顔におすすめ
#ベース顔におすすめ
#卵顔におすすめ
#逆三角顔におすすめ
#春コーデにおすすめ
#夏コーデにおすすめ
#秋コーデにおすすめ
#冬コーデにおすすめ
#メタル
#日常使いにおすすめ
#だてメガネにおすすめ",kitsune.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56329197
しまちゃ,ルミネ池袋店,丸顔,イエベ,寄り目,,"#認定眼鏡士, #フレーム選定, #イエベ春, #四角顔, #ドライブ, #デート, #筋トレ, #美容, #読書, #アート","💝ガーリーな雰囲気が大好きです🎀

☆彡　1stイエベ春　2ndブルベ夏

☆彡　骨格ウェーブ

☆彡　PD56 寄り目",しまちゃ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=128777
にょろ,本社,丸顔,イエベ,普通,,"#視力測定, #認定眼鏡士, #お仕事にも使える, #クリアフレーム, #女性におすすめ, #お仕事用, #筋トレ, #映画鑑賞, #音楽鑑賞, #K-POP","スタッフコメント
2025.12.04
レザー風テンプルのデザインが
アクセントで、さりげないお洒落感を演出✨

キレイめな印象を与えてくれ、
オフィスから日常まで幅広いシーンで役立ちます。

内側のアクセントポイントは、
さりげない個性を演出しながら
かけると派手すぎず、上品さをキープ。
にょろ
丸顔イエベ
普通
本社
#女性におすすめ
#お仕事にも使える
#クリアフレーム
#キレイめ
#ラバテン
#メガネ
#プラスチック",にょろ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56250948
とらいあんぐる,イオンモール橿原店,面長,イエベ,普通,,"#調整技術, #修理マイスター, #カジュアル, #QOLメガネ, #ユニセックスにおすすめ, #初心者におすすめ, #サウナ, #犬好き, #キャンプ, #音楽鑑賞","スタッフコメント
2025.12.13
日常使いにオススメ眼鏡
Zoff SMART Regular

｢Zoff SMARTとは」
・ユニセックスにおすすめのカジュアルな
QOLメガネです。
・長時間の使用でも疲れにくい軽さを実現。
・フレームがしなやかな為、壊れにくく、
フィット感も抜群。
・耳元は微調整可能なアームタイプで
快適なかけ心地。
・スライド可能なシリコン鼻PADを搭載。
すべりにくく、万が一破損した場合も
交換可能です。

シンプルながらも存在感のあるデザインで、
気軽におしゃれを楽しめ
どんなファッションにも自然に溶け込みますので
店頭でも人気のフレームです。

とらいあんぐる
面長顔イエベ
普通
イオンモール橿原店
#ユニセックスにおすすめ
#初心者におすすめ
#カジュアル
#QOLメガネ
#メガネ
#ブラウン
#Zoff smart
#プラスチック
#日常使いにおすすめ",とらいあんぐる.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56567028
kitsune,ルミネ有楽町店,面長,イエベ,離れ目,,"#認定眼鏡士, #フレーム選定, #イエベ向け, #黒縁, #男性におすすめ, #ユニセックスにおすすめ, #カフェ巡り, #アート, #筋トレ, #スニーカー","スタッフコメント
2025.12.06
Zoff | TOSHIMITSU

オシャレなセル巻きのボストンフレーム✨
ジャストサイズでこなれ感アップ⤴️
黒縁で目元の印象もアップです😎✨
kitsune
卵顔イエベ
離れ目
ルミネ有楽町店
#男性におすすめ
#ユニセックスにおすすめ
#上級者におすすめ
#イエベ向け
#黒縁
#ヴィンテージ風
#モード
#カジュアル
#ストリート
#QOLメガネ
#メガネ
#面長顔におすすめ
#ベース顔におすすめ
#卵顔におすすめ
#逆三角顔におすすめ
#秋コーデにおすすめ
#冬コーデにおすすめ
#コンビネーション
#だてメガネにおすすめ
#強度数におすすめ",kitsune.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56328835
MD,ルミネ立川店,,ブルベ,寄り目,,"#修理マイスター, #視力測定, #お仕事にも使える, #シルバー, #お仕事用, #リモートワーク, #ゲーム, #アニメ, #旅行","スタッフコメント
2025.11.29
シンプルなオーバルのメタルフレームです。
シーン問わず使いやすいと思います🌟
MD
卵顔ブルベ
寄り目
ルミネ立川店
#お仕事にも使える
#シルバー
#キレイめ
#メガネ
#メタル",MD.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56047097
ユーハ,ららぽーと名古屋みなとアクルス店,丸顔,イエベ,普通,,"#調整技術, #カラーレンズ知識, #シルバー, #カジュアル, #ユニセックスにおすすめ, #学習用, #筋トレ, #古着, #キャンプ","スタッフコメント
2025.11.20
軽量で丈夫なチタン素材のメタルフレームです。

ラウンド系ですが細身なので他のラウンドよりもかけやすく初めてのラウンドメガネでもかけやすいです。

またシルバーのフレームですが艶消しのシルバーなので派手さはなく、落ち着いた印象なのもポイントです。
ユーハ
丸顔イエベ
普通
ららぽーと名古屋みなとアクルス店
#ユニセックスにおすすめ
#シルバー
#カジュアル
#キレイめ
#チタン",ユーハ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55717004
ごめ,イオンモール東浦店,面長,イエベ,タレ目,,"#レンズ知識, #フレーム選定, #ヴィンテージ風, #キレイめ, #女性におすすめ, #初心者におすすめ, #猫好き, #写真, #旅行, #キャンプ","スタッフコメント
2025.12.13
[顔型]面長
[瞳孔距離(目と目の距離)]62
[目の形]タレ目

⚪︎強度数さんオススメ度⚪︎ 70%
⚪︎カラーレンズオススメ度⚪︎80%
⚪︎かけ心地らくらく度⚪︎85%

スッキリとしたクラウンパントの
メタルフレーム。

ピンクゴールド×ブラウンカラーのため
さりげなく血色感UP！
メタルフレームのキラキラ感が
女性らしい可愛さを演出してくれます。

ラメのアイシャドウと合わせたり
ピンクのチークをいつもより濃いめに
入れても可愛いです♪

ぜひお試しください！
ごめ
面長顔イエベ
普通
イオンモール東浦店
#女性におすすめ
#初心者におすすめ
#ヴィンテージ風
#キレイめ
#メガネ
#面長顔におすすめ
#メタル",ごめ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56566670
夏,イオンモール橿原店,丸顔,イエベ,普通,,"#遠近両用, #レンズ知識, #イエベ向け, #クリアフレーム, #ユニセックスにおすすめ, #初心者におすすめ, #カフェ巡り, #アート, #サウナ, #犬好き","スタッフコメント
2025.12.12
【カフェラテをイメージしたミルキーなカラー】

ブラウンのプラスチックフレームは、肌馴染みよく、ユニセックスにおすすめで初心者でも気軽に取り入れやすいデザインです！

ボストンタイプは、カジュアルなスタイルにぴったりで、様々なコーデに自然に溶け込みます🙆‍♀️
普段使いからコーデのアクセントまで幅広く活躍しそうです💭

夏
丸顔イエベ
普通
イオンモール橿原店
#ユニセックスにおすすめ
#初心者におすすめ
#イエベ向け
#クリアフレーム
#カジュアル
#メガネ
#ブラウン
#プラスチック",夏.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56533008
マナ,イオンモール東浦店,,イエベ,寄り目,,"#強度近視相談, #お子様メガネ, #韓国ファッション, #イエベ春, #アウトドア, #サングラス, #読書, #アニメ, #ゲーム","はじめまして！

皆様のメガネ選びの参考になれば嬉しいです·͜·ᰔᩚ",マナ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=129227
とらいあんぐる,イオンモール橿原店,面長,イエベ,普通,,"#お子様メガネ, #遠近両用, #お仕事にも使える, #キレイめ, #男性におすすめ, #日常使いにおすすめ, #アニメ, #ショッピング, #K-POP, #映画鑑賞","スタッフコメント
2025.12.13
【高級感漂うウェリントンフレーム
SMART REGULAR PREMIUM】

スマートな印象を演出する
Zoff smartのウェリントンフレームは、
男性に最適なメガネです。
上質なプラスチック素材を採用し、
軽やかで快適な装着感を実現。

キレイめでスタイリッシュなデザインは、
ビジネスシーンから日常のカジュアルまで
幅広く活躍し、
どんなコーディネートにも自然に馴染みます。

重厚感ある見た目に
メタルパーツを埋め込むことで立体感を生み出し
力強さとシャープな雰囲気を演出。
高級感漂う仕上がりです。

とらいあんぐる
面長顔イエベ
普通
イオンモール橿原店
#男性におすすめ
#お仕事にも使える
#キレイめ
#スタイリッシュ
#メガネ
#ブラウン
#Zoff smart
#プラスチック
#日常使いにおすすめ",とらいあんぐる.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56572966
みすず,ディアモール大阪店,,イエベ,普通,,"#フィッティング, #フレーム選定, #カジュアル, #メガネ, #女性におすすめ, #強度数におすすめ, #キャンプ, #ショッピング, #スニーカー, #読書","スタッフコメント
2025.12.11
サイズが小さめのフレームなので、
度数が強い方でも目が小さく見えづらく、
お顔が小さい方でもサイズ感がちょうど良くかけることができます✨

オリーブカラーが落ち着いた印象を与え、お肌にも馴染みます🌿
みすず
卵顔イエベ
普通
ディアモール大阪店
#女性におすすめ
#カジュアル
#メガネ
#プラスチック
#強度数におすすめ",みすず.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56488179
uka,イオンモール橿原店,丸顔,イエベ,普通,,"#フレーム選定, #調整技術, #フェミニン, #モード, #デート, #お仕事用, #音楽鑑賞, #猫好き, #映画鑑賞",,uka.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=128772
マナ,イオンモール東浦店,,イエベ,寄り目,,"#強度近視相談, #認定眼鏡士, #べっこう柄, #カジュアル, #女性におすすめ, #ドライブ, #アニメ, #ディズニー, #キャンプ, #古着","スタッフコメント
2025.11.14
⚯ZJ251007_29A1

顔にメリハリが出るべっこう柄フレーム！
ただのべっこうではなく、ピンク味がしっかり入った華やかなデザインになっています🌸

頬にチークやハイライトをしっかりのせたメイクと相性バッチリで、より顔を明るく見せてくれます✨️

もちろんZoff smartシリーズなのでかけ心地も軽く抜群です！
マナ
卵顔イエベ
寄り目
イオンモール東浦店
#女性におすすめ
#べっこう柄
#カジュアル
#QOLメガネ
#フェミニン
#Zoff smart",マナ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55498531
Ari,本社,面長,ブルベ,寄り目,,"#修理マイスター, #加工技術, #お仕事にも使える, #ブルベ向け, #女性におすすめ, #初心者におすすめ, #筋トレ, #サウナ, #アニメ, #旅行","スタッフコメント
2025.12.11
かけるだけで印象チェンジ！錯覚効果でデカ目が叶うボストンメガネ

〜Ari's recommendation〜
透明感のあるベージュフレームのボストン型メガネは、柔らかく知的な印象を演出してくれる万能アイテム✨

丸みのあるフレームラインが目元を優しく包み込み、錯覚効果で自然なデカ目っぽくみえるが期待できます！小さめサイズなので女性の顔にしっかりフィットし、華奢な印象に。

定番のボストン型だから、どんなファッションにも合わせやすく、オンオフ問わず活躍してくれます。程よいボリューム感があるので、シンプルなブラックトップスとも相性抜群で、コーディネートの主役としてもおすすめです💕

〜Ari's point〜
◼面長顔さんとの相性
⭐⭐⭐⭐⭐ 5/5
横幅のある丸みフレームが顔の縦ラインをカバーし、バランスよく見せてくれます！

◼ひとみの距離が近めな方との相性
⭐⭐⭐⭐☆ 4/5
小さめサイズ設計なので、目幅が狭めの方にもしっかりフィット。自然な装着感です。

◼掛け心地
⭐⭐⭐⭐⭐︎ 5/5
程よいフィット感で快適な着用感が続きます。
Ari
面長顔ブルベ
寄り目
本社
#女性におすすめ
#初心者におすすめ
#お仕事にも使える
#ブルベ向け
#クリアフレーム
#太縁
#モード
#カジュアル
#キレイめ
#ドレッシー
#中顔面短縮みえ
#メガネ
#ピンク
#面長顔におすすめ
#フェミニン
#プラスチック
#だてメガネにおすすめ
#強度数におすすめ",Ari.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56488498
Ayako,ミカン下北店,丸顔,イエベ,寄り目,,"#遠近両用, #加工技術, #黒縁, #ビックシェイプ, #女性におすすめ, #ユニセックスにおすすめ, #料理, #筋トレ, #美容","スタッフコメント
2025.12.14
ご覧いただきありがとうございます🕊️🤍

“黒縁じゃないのに、ちゃんと盛れる”。
知的さと透明感を両立した
あざといラウンドメタルフレーム𓂃◌𓈒𓐍

細身のブラックが顔にすっと溶け込んで、
輪郭も目元も自然に引き締めてくれる一本👓✨
主張しすぎないのに、
「なんか雰囲気いい」の正体はこれ。

丸みのあるラウンド型だから
クールになりすぎず、
知的×やわらかさのバランスが絶妙🫶
大人っぽいのに、近寄りがたい感じゼロ。

“盛ってない風で一番盛れる”
デイリー使いの最適解フレームです🖤😌

⸻

顔型別おすすめ度

卵型　❤︎❤︎❤︎❤︎❤︎
どんな印象にも振れる万能型。知的さが自然にプラス。

丸顔　❤︎❤︎❤︎❤︎
細フレームで甘さを抑えて、すっきり大人見え◎

面長　❤︎❤︎❤︎❤︎
丸みで縦ラインを中和。バランスよく優しい印象に。

ベース型　❤︎❤︎❤︎❤︎
骨感をやわらげて、洗練された雰囲気に。

逆三角　❤︎❤︎❤︎
シャープさは残しつつ、強さを程よくセーブ。

⸻

オススメ顔タイプᵕ̈

✨ 1位：ソフトエレガントさん
繊細ライン×ふんわり質感で、品の良さが爆上がり。

✨ 2位：フレッシュさん
軽さのあるラウンドで、清潔感と抜け感が両立◎

✨ 3位：フェミニンさん
甘さ控えめに仕上げたい日にちょうどいいバランス。

⸻

👓 スタイリング提案

● ブラックアウター × 差し色ニット
・ライム or グリーンインナー
・ツヤ控えめベースメイク
・血色ローズリップ
→ “シンプルなのに印象残る”知的モテコーデ🖤✨

● 大人カジュアルデート
・白タートル
・ロングコート
・ナチュラル眉＆まつ毛
→ 話しかけやすいのに、ちゃんとおしゃれな人👓🤍
Ayako
卵顔イエベ
寄り目
ミカン下北店
#女性におすすめ
#ユニセックスにおすすめ
#初心者におすすめ
#黒縁
#ビックシェイプ
#ヴィンテージ風
#カジュアル
#キレイめ
#中顔面短縮みえ
#メガネ
#卵顔におすすめ
#メタル",Ayako.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56592203
